@relation accelerometer

@attribute time numeric
@attribute averageOfVariDiffOfPrecedingWindows numeric
@attribute varianceOfVariDiffOfPrecedingWindows numeric
@attribute averageOfAverageOfPrecedingWindows numeric
@attribute varianceOfAverageOfPrecedingWindows numeric
@attribute variDiffOfCurWindow numeric
@attribute averageOfVariDiffOfSucceedingWindows numeric
@attribute varianceOfVariDiffOfSucceedingWindows numeric
@attribute averageOfAverageOfSucceedingWindows numeric
@attribute varianceOfAverageOfSucceedingWindows numeric
@attribute class {n,p,u}

@data
68945, -0.019,  0.071,  0.120,  0.008,  0.027, -0.005,  0.017,  0.141,  0.005,n
68946, -0.019,  0.071,  0.123,  0.008,  0.089,  0.008,  0.025,  0.147,  0.006,n
68947, -0.015,  0.072,  0.127,  0.007,  0.233,  0.018,  0.032,  0.150,  0.006,n
68948, -0.007,  0.074,  0.135,  0.007,  0.248,  0.027,  0.037,  0.152,  0.007,n
68949,  0.002,  0.077,  0.144,  0.006,  0.180,  0.037,  0.044,  0.154,  0.007,n
68950,  0.009,  0.078,  0.153,  0.006,  0.132,  0.046,  0.047,  0.156,  0.008,n
68951,  0.012,  0.079,  0.160,  0.005,  0.117,  0.028,  0.052,  0.158,  0.008,n
68952, -0.015,  0.052,  0.162,  0.006, -0.148,  0.017,  0.059,  0.161,  0.008,n
68953, -0.038,  0.044,  0.161,  0.005, -0.253,  0.010,  0.064,  0.163,  0.009,n
68954, -0.057,  0.043,  0.159,  0.005, -0.221,  0.003,  0.069,  0.166,  0.009,n
68955, -0.067,  0.043,  0.154,  0.004, -0.178, -0.005,  0.074,  0.168,  0.010,n
68956, -0.046,  0.025,  0.154,  0.004, -0.166, -0.011,  0.077,  0.170,  0.010,n
68957, -0.038,  0.021,  0.154,  0.004, -0.173, -0.004,  0.076,  0.164,  0.010,n
68958, -0.036,  0.021,  0.155,  0.004, -0.054, -0.002,  0.075,  0.161,  0.011,n
68959, -0.028,  0.019,  0.152,  0.004,  0.031, -0.004,  0.075,  0.160,  0.011,n
68960, -0.020,  0.018,  0.148,  0.004,  0.022, -0.006,  0.075,  0.159,  0.011,n
68961, -0.013,  0.017,  0.144,  0.005,  0.018, -0.009,  0.075,  0.158,  0.011,n
68962, -0.011,  0.018,  0.142,  0.005,  0.001, -0.011,  0.076,  0.158,  0.011,n
68963, -0.009,  0.017,  0.141,  0.005,  0.003, -0.012,  0.076,  0.156,  0.012,n
68964, -0.007,  0.017,  0.140,  0.005, -0.009, -0.012,  0.076,  0.155,  0.012,n
68965, -0.008,  0.017,  0.140,  0.005, -0.026, -0.011,  0.076,  0.153,  0.012,n
68966, -0.008,  0.017,  0.139,  0.005, -0.014, -0.011,  0.076,  0.152,  0.013,n
68967, -0.008,  0.017,  0.139,  0.005, -0.013, -0.011,  0.076,  0.150,  0.013,n
68968, -0.008,  0.017,  0.139,  0.005,  0.005, -0.011,  0.076,  0.148,  0.013,n
68969, -0.006,  0.017,  0.139,  0.005, -0.001, -0.011,  0.076,  0.146,  0.014,n
68970, -0.006,  0.017,  0.140,  0.005,  0.048, -0.009,  0.076,  0.144,  0.014,n
68971, -0.005,  0.017,  0.141,  0.005,  0.428, -0.023,  0.068,  0.136,  0.014,n
68972,  0.008,  0.025,  0.147,  0.006,  0.478, -0.037,  0.058,  0.128,  0.013,n
68973,  0.018,  0.032,  0.150,  0.006,  0.459, -0.047,  0.050,  0.122,  0.012,n
68974,  0.027,  0.037,  0.152,  0.007,  0.442, -0.057,  0.043,  0.115,  0.011,n
68975,  0.037,  0.044,  0.154,  0.007,  0.345, -0.068,  0.036,  0.109,  0.009,n
68976,  0.046,  0.047,  0.156,  0.008, -0.323, -0.054,  0.034,  0.102,  0.008,n
68977,  0.028,  0.052,  0.158,  0.008, -0.411, -0.039,  0.029,  0.096,  0.007,n
68978,  0.017,  0.059,  0.161,  0.008, -0.433, -0.028,  0.022,  0.090,  0.006,n
68979,  0.010,  0.064,  0.163,  0.009, -0.404, -0.019,  0.017,  0.083,  0.004,n
68980,  0.003,  0.069,  0.166,  0.009, -0.381, -0.010,  0.013,  0.077,  0.003,n
68981, -0.005,  0.074,  0.168,  0.010, -0.320,  0.002,  0.009,  0.067,  0.001,n
68984, -0.011,  0.077,  0.170,  0.010,  0.008,  0.002,  0.009,  0.065,  0.002,n
68985, -0.004,  0.076,  0.164,  0.010, -0.009,  0.002,  0.009,  0.063,  0.002,n
68986, -0.002,  0.075,  0.161,  0.011, -0.023,  0.003,  0.009,  0.061,  0.002,n
68987, -0.004,  0.075,  0.160,  0.011, -0.027,  0.004,  0.009,  0.060,  0.002,n
68988, -0.006,  0.075,  0.159,  0.011, -0.040,  0.006,  0.009,  0.058,  0.002,n
68989, -0.009,  0.075,  0.158,  0.011, -0.048,  0.008,  0.008,  0.056,  0.002,n
68990, -0.011,  0.076,  0.158,  0.011, -0.025,  0.009,  0.008,  0.054,  0.002,n
68991, -0.012,  0.076,  0.156,  0.012, -0.018,  0.009,  0.008,  0.053,  0.003,n
68992, -0.012,  0.076,  0.155,  0.012, -0.007,  0.010,  0.008,  0.052,  0.003,n
68993, -0.011,  0.076,  0.153,  0.012, -0.002,  0.010,  0.008,  0.050,  0.003,n
68994, -0.011,  0.076,  0.152,  0.013, -0.008,  0.010,  0.008,  0.049,  0.003,n
68995, -0.011,  0.076,  0.150,  0.013, -0.005,  0.010,  0.008,  0.048,  0.003,n
68996, -0.011,  0.076,  0.148,  0.013,  0.010,  0.010,  0.008,  0.047,  0.003,n
68997, -0.011,  0.076,  0.146,  0.014,  0.076,  0.007,  0.008,  0.045,  0.003,n
68998, -0.009,  0.076,  0.144,  0.014,  0.085,  0.003,  0.008,  0.042,  0.003,n
68999, -0.023,  0.068,  0.136,  0.014,  0.140, -0.002,  0.007,  0.039,  0.003,n
69000, -0.037,  0.058,  0.128,  0.013,  0.201, -0.010,  0.005,  0.034,  0.003,n
69001, -0.047,  0.050,  0.122,  0.012,  0.193, -0.018,  0.003,  0.029,  0.003,n
69002, -0.057,  0.043,  0.115,  0.011,  0.062, -0.020,  0.003,  0.025,  0.002,n
69003, -0.068,  0.036,  0.109,  0.009,  0.044, -0.022,  0.003,  0.020,  0.002,n
69004, -0.054,  0.034,  0.102,  0.008, -0.049, -0.020,  0.003,  0.015,  0.002,n
69005, -0.039,  0.029,  0.096,  0.007, -0.155, -0.014,  0.002,  0.011,  0.001,n
69006, -0.028,  0.022,  0.090,  0.006, -0.176, -0.007,  0.001,  0.006,  0.001,n
69007, -0.019,  0.017,  0.083,  0.004, -0.167,  0.000,  0.000,  0.001,  0.000,n
69017, -0.010,  0.013,  0.077,  0.003, -0.005,  0.000,  0.000,  0.001,  0.000,n
69022,  0.002,  0.009,  0.067,  0.001,  0.001,  0.001,  0.000,  0.001,  0.000,n
69023,  0.002,  0.009,  0.065,  0.002,  0.002,  0.001,  0.000,  0.002,  0.000,n
69024,  0.002,  0.009,  0.063,  0.002,  0.001,  0.001,  0.000,  0.002,  0.000,n
69025,  0.003,  0.009,  0.061,  0.002,  0.001,  0.001,  0.000,  0.002,  0.000,n
69030,  0.004,  0.009,  0.060,  0.002, -0.001,  0.001,  0.000,  0.002,  0.000,n
69031,  0.006,  0.009,  0.058,  0.002, -0.002,  0.041,  0.040,  0.041,  0.039,n
69032,  0.008,  0.008,  0.056,  0.002, -0.002,  0.065,  0.053,  0.065,  0.051,n
69033,  0.009,  0.008,  0.054,  0.002, -0.002,  0.092,  0.067,  0.091,  0.065,n
69034,  0.009,  0.008,  0.053,  0.003, -0.001,  0.114,  0.074,  0.113,  0.072,n
69035,  0.010,  0.008,  0.052,  0.003,  0.000,  0.092,  0.091,  0.131,  0.076,n
69036,  0.010,  0.008,  0.050,  0.003,  0.000,  0.090,  0.091,  0.151,  0.081,n
69037,  0.010,  0.008,  0.049,  0.003,  0.000,  0.174,  0.255,  0.208,  0.144,n
69038,  0.010,  0.008,  0.048,  0.003,  0.000,  0.251,  0.374,  0.278,  0.235,n
69039,  0.010,  0.008,  0.047,  0.003,  0.000,  0.338,  0.516,  0.354,  0.336,n
69040,  0.007,  0.008,  0.045,  0.003,  0.000,  0.299,  0.580,  0.442,  0.467,n
69041,  0.003,  0.008,  0.042,  0.003,  0.000,  0.385,  0.711,  0.560,  0.702,n
69042, -0.002,  0.007,  0.039,  0.003, -0.000,  0.519,  1.048,  0.734,  1.262,n
69043, -0.010,  0.005,  0.034,  0.003,  0.002,  0.597,  1.117,  0.937,  1.982,n
69044, -0.018,  0.003,  0.029,  0.003,  0.002,  0.787,  1.784,  1.165,  2.839,n
69045, -0.020,  0.003,  0.025,  0.002,  0.002,  1.031,  2.875,  1.429,  3.939,n
69046, -0.022,  0.003,  0.020,  0.002,  0.002,  1.156,  2.997,  1.704,  5.006,n
69047, -0.020,  0.003,  0.015,  0.002,  0.002,  1.177,  2.957,  1.966,  5.799,n
69051, -0.014,  0.002,  0.011,  0.001, -0.002,  1.193,  2.925,  2.208,  6.270,n
69059, -0.007,  0.001,  0.006,  0.001,  0.001,  1.162,  3.025,  2.458,  6.685,n
69060,  0.000,  0.000,  0.001,  0.000,  0.001,  1.117,  3.187,  2.706,  6.956,n
69061,  0.000,  0.000,  0.001,  0.000,  0.004,  1.057,  3.413,  2.974,  7.236,n
69064,  0.001,  0.000,  0.001,  0.000,  0.005,  1.056,  3.415,  3.257,  7.494,n
69065,  0.001,  0.000,  0.002,  0.000,  0.005,  1.305,  4.413,  3.600,  8.105,n
69066,  0.001,  0.000,  0.002,  0.000,  0.001,  1.562,  5.371,  3.958,  8.630,n
69075,  0.001,  0.000,  0.002,  0.000, -0.001,  1.754,  5.663,  4.315,  8.877,n
69080,  0.001,  0.000,  0.002,  0.000,  1.005,  1.880,  5.866,  4.656,  9.409,p
69081,  0.041,  0.040,  0.041,  0.039,  0.603,  1.956,  5.808,  5.038,  9.834,n
69082,  0.065,  0.053,  0.065,  0.051,  0.664,  1.871,  6.216,  5.421, 10.007,n
69083,  0.092,  0.067,  0.091,  0.065,  0.538,  1.754,  6.879,  5.833, 10.052,n
69089,  0.114,  0.074,  0.113,  0.072, -0.531,  1.762,  6.846,  6.273,  9.965,n
69090,  0.092,  0.091,  0.131,  0.076, -0.066,  1.800,  6.737,  6.702,  9.422,n
69091,  0.090,  0.091,  0.151,  0.081,  2.121,  1.570,  7.897,  7.026,  8.479,n
69092,  0.174,  0.255,  0.208,  0.144,  1.913,  1.430,  8.290,  7.335,  7.467,n
69093,  0.251,  0.374,  0.278,  0.235,  2.165,  1.422,  8.280,  7.433,  6.602,n
69098,  0.338,  0.516,  0.354,  0.336, -0.958,  1.480,  8.076,  7.529,  5.785,n
69099,  0.299,  0.580,  0.442,  0.467,  2.152,  1.511,  8.142,  7.617,  5.137,n
69100,  0.385,  0.711,  0.560,  0.702,  3.330,  1.476,  8.040,  7.656,  4.914,n
69101,  0.519,  1.048,  0.734,  1.262,  1.960,  1.473,  8.037,  7.663,  4.875,n
69102,  0.597,  1.117,  0.937,  1.982,  4.752,  1.329,  7.571,  7.635,  5.009,n
69103,  0.787,  1.784,  1.165,  2.839,  6.104,  1.069,  6.675,  7.577,  5.220,n
69104,  1.031,  2.875,  1.429,  3.939,  3.126,  0.812,  7.228,  7.508,  5.441,n
69105,  1.156,  2.997,  1.704,  5.006,  0.536,  0.669,  7.816,  7.438,  5.702,n
69106,  1.177,  2.957,  1.966,  5.799,  0.388,  0.565,  8.150,  7.382,  5.943,n
69107,  1.193,  2.925,  2.208,  6.270, -0.768,  0.553,  8.186,  7.315,  6.208,n
69108,  1.162,  3.025,  2.458,  6.685, -1.134,  0.574,  8.125,  7.227,  6.610,n
69109,  1.117,  3.187,  2.706,  6.956, -1.484,  0.666,  7.942,  7.123,  6.997,n
69110,  1.057,  3.413,  2.974,  7.236, -0.014,  0.757,  8.020,  7.007,  7.337,n
69113,  1.056,  3.415,  3.257,  7.494,  6.213,  0.623,  6.948,  6.859,  7.403,n
69114,  1.305,  4.413,  3.600,  8.105,  6.438,  0.409,  5.500,  6.686,  7.397,n
69115,  1.562,  5.371,  3.958,  8.630,  4.785,  0.301,  4.806,  6.523,  7.296,n
69116,  1.754,  5.663,  4.315,  8.877,  4.165,  0.160,  4.168,  6.333,  7.026,n
69117,  1.880,  5.866,  4.656,  9.409,  2.497,  0.035,  3.949,  6.100,  6.523,n
69118,  1.956,  5.808,  5.038,  9.834, -1.458, -0.027,  4.239,  5.855,  5.912,n
69119,  1.871,  6.216,  5.421, 10.007, -2.375, -0.046,  4.338,  5.576,  4.974,n
69120,  1.754,  6.879,  5.833, 10.052, -0.348, -0.201,  5.039,  5.259,  3.597,n
69122,  1.762,  6.846,  6.273,  9.965,  0.880, -0.303,  5.070,  4.888,  2.410,n
69143,  1.800,  6.737,  6.702,  9.422, -3.608, -0.034,  5.028,  4.553,  1.993,n
69145,  1.570,  7.897,  7.026,  8.479, -1.599,  0.091,  5.011,  4.222,  1.331,n
69164,  1.430,  8.290,  7.335,  7.467,  1.973,  0.042,  4.879,  4.092,  1.720,n
69168,  1.422,  8.280,  7.433,  6.602,  0.492,  0.040,  4.877,  3.945,  2.094,n
69169,  1.480,  8.076,  7.529,  5.785,  2.912, -0.062,  4.527,  3.776,  2.392,n
69170,  1.511,  8.142,  7.617,  5.137,  2.459, -0.262,  4.479,  3.606,  2.564,n
69171,  1.476,  8.040,  7.656,  4.914,  1.879, -0.365,  4.285,  3.443,  2.667,n
69172,  1.473,  8.037,  7.663,  4.875,  1.166, -0.391,  4.220,  3.299,  2.716,n
69173,  1.329,  7.571,  7.635,  5.009, -0.398, -0.341,  4.282,  3.145,  2.718,n
69176,  1.069,  6.675,  7.577,  5.220, -3.307, -0.162,  3.977,  2.993,  2.664,n
69177,  0.812,  7.228,  7.508,  5.441, -3.024, -0.018,  3.637,  2.852,  2.628,n
69178,  0.669,  7.816,  7.438,  5.702, -2.222,  0.099,  3.442,  2.714,  2.588,n
69179,  0.565,  8.150,  7.382,  5.943, -1.061,  0.138,  3.385,  2.581,  2.507,n
69180,  0.553,  8.186,  7.315,  6.208, -0.623,  0.160,  3.363,  2.478,  2.473,n
69181,  0.574,  8.125,  7.227,  6.610,  0.821,  0.093,  3.382,  2.371,  2.398,n
69182,  0.666,  7.942,  7.123,  6.997,  2.258, -0.034,  3.213,  2.259,  2.284,n
69183,  0.757,  8.020,  7.007,  7.337,  2.876, -0.203,  2.901,  2.110,  2.028,n
69184,  0.623,  6.948,  6.859,  7.403,  1.085, -0.307,  2.892,  1.963,  1.799,n
69185,  0.409,  5.500,  6.686,  7.397,  2.076, -0.435,  2.666,  1.793,  1.494,n
69186,  0.301,  4.806,  6.523,  7.296,  0.641, -0.505,  2.632,  1.628,  1.164,n
69187,  0.160,  4.168,  6.333,  7.026, -0.624, -0.512,  2.636,  1.472,  0.890,n
69188,  0.035,  3.949,  6.100,  6.523, -3.012, -0.421,  2.369,  1.324,  0.622,n
69189, -0.027,  4.239,  5.855,  5.912, -2.837, -0.322,  2.116,  1.179,  0.393,n
69190, -0.046,  4.338,  5.576,  4.974, -4.230, -0.157,  1.453,  1.039,  0.192,n
69194, -0.201,  5.039,  5.259,  3.597, -1.673, -0.090,  1.353,  0.960,  0.194,n
69198, -0.303,  5.070,  4.888,  2.410,  3.122, -0.215,  0.907,  0.915,  0.229,n
69199, -0.034,  5.028,  4.553,  1.993,  1.526, -0.276,  0.779,  0.867,  0.258,n
69200,  0.091,  5.011,  4.222,  1.331,  0.740, -0.306,  0.738,  0.823,  0.285,n


62424, -0.351,  1.000,  0.247,  0.135,  1.199,  2.495, 55.885,  5.180, 37.199,n
62425, -0.240,  1.026,  0.209,  0.096,  1.175,  2.593, 55.856,  5.948, 44.356,n
62426, -0.124,  1.001,  0.184,  0.068,  1.215,  2.754, 56.043,  6.719, 50.679,n
62427,  0.020,  0.844,  0.171,  0.050,  1.795,  1.942, 74.153,  7.530, 57.810,n
62428,  0.249,  0.270,  0.179,  0.066,  1.768,  2.049, 74.401,  8.519, 69.650,n
62448,  0.320,  0.358,  0.235,  0.124,  0.001,  1.931, 75.255,  8.637, 67.909,n
62453,  0.320,  0.358,  0.235,  0.124,  4.921,  1.734, 74.997,  8.625, 68.112,n
62454,  0.516,  1.196,  0.246,  0.122,  1.374,  1.685, 75.095,  8.613, 68.322,n
62455,  0.571,  1.214,  0.258,  0.119,  0.842,  1.700, 75.074,  8.616, 68.285,n
62456,  0.591,  1.214,  0.262,  0.120,  2.007,  1.666, 75.081,  8.592, 68.668,n
62457,  0.671,  1.276,  0.304,  0.148,  4.697,  1.629, 74.884,  8.553, 69.126,n
62458,  0.859,  1.896,  0.440,  0.537,  2.423,  1.702, 75.138,  8.535, 69.314,n
62462,  0.952,  1.964,  0.588,  0.984, -4.152,  1.905, 73.692,  8.539, 69.273,n
62463,  0.780,  2.993,  0.746,  1.476, -3.961,  1.909, 73.643,  8.550, 69.164,n
62464,  0.600,  3.893,  0.877,  1.748, -4.006,  1.907, 73.670,  8.560, 69.040,n
62465,  0.436,  4.739,  0.983,  1.877, -5.047,  1.912, 73.601,  8.566, 68.969,n
62466,  0.233,  5.941,  1.089,  1.974, -7.015,  1.978, 72.490,  8.568, 68.951,n
62471, -0.044,  8.046,  1.203,  2.079,  3.231,  1.514, 76.642,  8.675, 67.441,n
62472,  0.094,  8.471,  1.217,  2.053, 13.669,  0.955, 70.302,  8.567, 68.908,n
62473,  0.645, 15.832,  1.352,  2.192, 16.722,  0.255, 59.557,  8.332, 71.276,n
62474,  1.317, 26.110,  1.611,  3.171, 14.660, -0.360, 50.557,  8.022, 73.721,n
62475,  1.905, 33.092,  1.939,  4.807, 16.014, -1.034, 38.922,  7.568, 75.266,n
62479,  2.544, 40.813,  2.410,  8.506,  6.876, -1.350, 36.212,  6.922, 73.380,n
62480,  2.817, 41.257,  3.078, 16.349,-16.278, -0.768, 26.579,  6.280, 70.587,n
62481,  2.164, 55.687,  3.745, 23.248,  4.435, -0.945, 25.443,  5.584, 66.242,n
62482,  2.343, 55.669,  4.448, 30.202,  5.001, -1.145, 23.965,  4.843, 59.948,n
62483,  2.495, 55.885,  5.180, 37.199,  3.626, -1.291, 23.047,  4.058, 51.148,n
62484,  2.593, 55.856,  5.948, 44.356,  5.246, -1.502, 21.287,  3.263, 40.706,n
62490,  2.754, 56.043,  6.719, 50.679,-18.507, -0.762,  8.760,  2.405, 26.544,n
62509,  1.942, 74.153,  7.530, 57.810,  4.447, -0.941,  7.618,  1.361,  2.176,n
62531,  2.049, 74.401,  8.519, 69.650, -2.955, -0.823,  7.471,  1.244,  2.132,n
62550,  1.931, 75.255,  8.637, 67.909, -0.000, -0.823,  7.471,  1.245,  2.130,n
62551,  1.734, 74.997,  8.625, 68.112,  0.140, -0.828,  7.462,  1.245,  2.130,n
62552,  1.685, 75.095,  8.613, 68.322,  1.231, -0.878,  7.310,  1.230,  2.161,n
62553,  1.700, 75.074,  8.616, 68.285,  1.152, -0.924,  7.169,  1.210,  2.200,n
62554,  1.666, 75.081,  8.592, 68.668,  3.782, -1.067,  6.277,  1.119,  2.169,n
62555,  1.629, 74.884,  8.553, 69.126,  4.249, -1.230,  5.137,  0.992,  1.979,n
62559,  1.702, 75.138,  8.535, 69.314,  0.924, -1.256,  5.036,  0.831,  1.535,n
62560,  1.905, 73.692,  8.539, 69.273, -3.859, -1.092,  4.821,  0.691,  1.186,n
62561,  1.909, 73.643,  8.550, 69.164, -4.060, -0.930,  4.475,  0.574,  0.939,n
62562,  1.907, 73.670,  8.560, 69.040, -4.927, -0.727,  3.815,  0.466,  0.697,n
62563,  1.912, 73.601,  8.566, 68.969, -5.377, -0.502,  2.901,  0.356,  0.408,n
62564,  1.978, 72.490,  8.568, 68.951, -8.347, -0.163,  0.233,  0.240,  0.056,u
62568,  1.514, 76.642,  8.675, 67.441, -0.325, -0.146,  0.234,  0.222,  0.045,n
62569,  0.955, 70.302,  8.567, 68.908, -0.767, -0.111,  0.219,  0.207,  0.036,n
62570,  0.255, 59.557,  8.332, 71.276, -0.716, -0.084,  0.203,  0.197,  0.032,n
62571, -0.360, 50.557,  8.022, 73.721, -0.842, -0.060,  0.180,  0.187,  0.029,n
62572, -1.034, 38.922,  7.568, 75.266, -1.024, -0.019,  0.140,  0.165,  0.024,n
62573, -1.350, 36.212,  6.922, 73.380, -1.724,  0.050,  0.014,  0.139,  0.013,n
62574, -0.768, 26.579,  6.280, 70.587,  0.006,  0.051,  0.013,  0.131,  0.014,n
62596, -0.945, 25.443,  5.584, 66.242, -0.003,  0.052,  0.013,  0.131,  0.014,n
62598, -1.145, 23.965,  4.843, 59.948, -0.023,  0.053,  0.013,  0.131,  0.014,n
62599, -1.291, 23.047,  4.058, 51.148, -0.021,  0.053,  0.013,  0.131,  0.014,n
62600, -1.502, 21.287,  3.263, 40.706, -0.019,  0.052,  0.013,  0.131,  0.014,n
62601, -0.762,  8.760,  2.405, 26.544, -0.024,  0.052,  0.013,  0.130,  0.014,n
62602, -0.941,  7.618,  1.361,  2.176, -0.008,  0.052,  0.013,  0.130,  0.014,n
62603, -0.823,  7.471,  1.244,  2.132,  0.005,  0.052,  0.013,  0.129,  0.014,n
62610, -0.823,  7.471,  1.245,  2.130,  0.009,  0.120,  0.124,  0.135,  0.014,n
62611, -0.828,  7.462,  1.245,  2.130, -0.005,  0.456,  2.863,  0.223,  0.188,n
62612, -0.878,  7.310,  1.230,  2.161,  0.007,  0.760,  4.880,  0.346,  0.516,n
62613, -0.924,  7.169,  1.210,  2.200,  0.194,  1.131,  7.886,  0.553,  1.530,n
62615, -1.067,  6.277,  1.119,  2.169,  0.180,  1.463,  9.989,  0.787,  2.715,n
62616, -1.230,  5.137,  0.992,  1.979,  0.263,  1.181, 12.687,  1.117,  5.045,n
62617, -1.256,  5.036,  0.831,  1.535,  0.260,  0.835, 16.340,  1.424,  6.825,n
62618, -1.092,  4.821,  0.691,  1.186, -0.015,  0.607, 18.040,  1.701,  8.027,n
62619, -0.930,  4.475,  0.574,  0.939,  0.149,  0.319, 20.391,  1.953,  8.853,n
62620, -0.727,  3.815,  0.466,  0.697,  0.249,  0.049, 22.253,  2.141,  9.087,n
62621, -0.502,  2.901,  0.356,  0.408,  0.125, -0.277, 24.862,  2.295,  9.091,n
62622, -0.163,  0.233,  0.240,  0.056,  0.097, -0.281, 24.859,  2.286,  9.131,n
62623, -0.146,  0.234,  0.222,  0.045,  0.095, -0.286, 24.856,  2.277,  9.172,n
62624, -0.111,  0.219,  0.207,  0.036, -0.039, -0.283, 24.858,  2.269,  9.206,n
62630, -0.084,  0.203,  0.197,  0.032, -0.241, -0.254, 24.882,  2.273,  9.191,n
62639, -0.060,  0.180,  0.187,  0.029,  0.008, -0.232, 24.905,  2.285,  9.138,n
62640, -0.019,  0.140,  0.165,  0.024,  0.010, -0.215, 24.921,  2.296,  9.089,n
62644,  0.050,  0.014,  0.139,  0.013,  0.023, -0.198, 24.938,  2.305,  9.048,n
62645,  0.051,  0.013,  0.131,  0.014,  0.018, -0.181, 24.952,  2.314,  9.006,n
62646,  0.052,  0.013,  0.131,  0.014,  0.003, -0.197, 24.952,  2.324,  8.964,n
62649,  0.053,  0.013,  0.131,  0.014, -0.028, -0.214, 24.954,  2.334,  8.916,n
62650,  0.053,  0.013,  0.131,  0.014, -0.025, -0.210, 24.956,  2.334,  8.916,n
62651,  0.052,  0.013,  0.131,  0.014, -0.026, -0.208, 24.957,  2.334,  8.915,n
62652,  0.052,  0.013,  0.130,  0.014, -0.022, -0.206, 24.958,  2.335,  8.913,n
62653,  0.052,  0.013,  0.130,  0.014,  0.005, -0.206, 24.957,  2.336,  8.909,n
62658,  0.052,  0.013,  0.129,  0.014,  1.714, -0.274, 24.801,  2.330,  8.936,p
62659,  0.120,  0.124,  0.135,  0.014,  8.401, -0.607, 21.555,  2.243,  9.141,n
62660,  0.456,  2.863,  0.223,  0.188,  7.591, -0.909, 18.677,  2.121,  9.296,n
62661,  0.760,  4.880,  0.346,  0.516,  9.472, -1.284, 14.082,  1.909,  8.975,n
62662,  1.131,  7.886,  0.553,  1.530,  8.490, -1.621, 10.060,  1.671,  8.351,n
62666,  1.463,  9.989,  0.787,  2.715, -6.793, -1.346,  8.986,  1.335,  6.418,n
62667,  1.181, 12.687,  1.117,  5.045, -8.385, -1.013,  6.876,  1.022,  4.591,n
62668,  0.835, 16.340,  1.424,  6.825, -5.708, -0.786,  5.943,  0.740,  3.004,n
62669,  0.607, 18.040,  1.701,  8.027, -7.055, -0.501,  4.251,  0.482,  1.544,n
62670,  0.319, 20.391,  1.953,  8.853, -6.501, -0.230,  2.700,  0.292,  0.663,n
62671,  0.049, 22.253,  2.141,  9.087, -8.031,  0.104,  0.061,  0.135,  0.012,u
62692, -0.277, 24.862,  2.295,  9.091, -0.003,  0.094,  0.065,  0.145,  0.014,n
62693, -0.281, 24.859,  2.286,  9.131, -0.027,  0.101,  0.065,  0.157,  0.015,n
62694, -0.286, 24.856,  2.277,  9.172,  0.034,  0.101,  0.065,  0.170,  0.017,n
62695, -0.283, 24.858,  2.269,  9.206,  0.486,  0.073,  0.062,  0.172,  0.018,n
62696, -0.254, 24.882,  2.273,  9.191,  0.554,  0.034,  0.061,  0.173,  0.018,n
62697, -0.232, 24.905,  2.285,  9.138,  0.440,  0.019,  0.054,  0.169,  0.018,n
62698, -0.215, 24.921,  2.296,  9.089,  0.457, -0.008,  0.048,  0.167,  0.017,n
62699, -0.198, 24.938,  2.305,  9.048,  0.433, -0.033,  0.040,  0.163,  0.017,n
62700, -0.181, 24.952,  2.314,  9.006, -0.399, -0.024,  0.035,  0.159,  0.017,n
62701, -0.197, 24.952,  2.324,  8.964, -0.462, -0.009,  0.027,  0.150,  0.016,n
62707, -0.214, 24.954,  2.334,  8.916,  0.088, -0.013,  0.027,  0.151,  0.016,n
62708, -0.210, 24.956,  2.334,  8.916,  0.028, -0.014,  0.027,  0.150,  0.016,n
62709, -0.208, 24.957,  2.334,  8.915,  0.015, -0.014,  0.027,  0.150,  0.016,n
62710, -0.206, 24.958,  2.335,  8.913,  0.001, -0.015,  0.027,  0.150,  0.016,n
62711, -0.206, 24.957,  2.336,  8.909,  0.023, -0.017,  0.027,  0.150,  0.016,n
62728, -0.274, 24.801,  2.330,  8.936,  0.070, -0.021,  0.027,  0.148,  0.017,n
62729, -0.607, 21.555,  2.243,  9.141,  0.047, -0.024,  0.026,  0.147,  0.017,n
62730, -0.909, 18.677,  2.121,  9.296,  0.093, -0.029,  0.026,  0.144,  0.018,n
62731, -1.284, 14.082,  1.909,  8.975,  0.074, -0.032,  0.025,  0.141,  0.018,n
62732, -1.621, 10.060,  1.671,  8.351,  0.067, -0.034,  0.025,  0.138,  0.019,n
62737, -1.346,  8.986,  1.335,  6.418, -0.043, -0.033,  0.025,  0.136,  0.019,n
62738, -1.013,  6.876,  1.022,  4.591, -0.040, -0.031,  0.025,  0.133,  0.020,n
62739, -0.786,  5.943,  0.740,  3.004,  0.063, -0.020,  0.030,  0.140,  0.020,n
62740, -0.501,  4.251,  0.482,  1.544,  0.288, -0.045,  0.030,  0.143,  0.021,n
62741, -0.230,  2.700,  0.292,  0.663,  0.311, -0.071,  0.028,  0.144,  0.022,n
62746,  0.104,  0.061,  0.135,  0.012, -0.248, -0.076,  0.030,  0.141,  0.021,n
62747,  0.094,  0.065,  0.145,  0.014,  0.142, -0.102,  0.035,  0.136,  0.019,n
62748,  0.101,  0.065,  0.157,  0.015,  0.034, -0.135,  0.053,  0.130,  0.017,n
62749,  0.101,  0.065,  0.170,  0.017, -0.211, -0.187,  0.129,  0.125,  0.015,n
62750,  0.073,  0.062,  0.172,  0.018, -0.429, -0.153,  0.141,  0.125,  0.015,n
